y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,label,index
4,5,8,13,17,23,26,31,36,40,45,50,53,55,57,57,58,58,58,58,57,57,57,57,57,57,57,57,56,56,59,200
6,7,9,15,20,25,30,34,37,40,42,44,46,49,49,49,49,49,49,49,49,48,47,46,46,45,44,43,43,42,59,201
12,15,19,26,31,37,43,47,51,53,55,56,56,56,56,56,56,56,56,56,55,54,53,52,51,50,49,49,49,49,54,202
7,11,15,24,32,37,41,44,47,51,53,53,54,55,54,54,54,54,54,54,53,53,53,53,52,52,52,51,51,50,59,203
1,1,3,9,18,28,35,41,45,49,52,56,58,60,60,60,60,59,59,59,59,59,58,57,57,57,56,55,54,53,57,204
3,6,11,19,27,35,42,47,51,54,57,60,63,63,63,64,64,64,64,64,65,65,65,64,64,64,64,64,63,63,82,205
0,1,8,19,30,38,45,50,55,59,63,65,67,67,68,69,70,70,71,71,71,71,71,71,71,71,70,70,70,69,81,206
4,7,13,21,29,33,39,45,49,51,52,53,53,52,53,53,53,52,51,50,50,49,48,47,46,45,44,43,42,41,73,207
7,11,19,29,37,41,45,48,50,51,51,51,50,50,50,49,48,48,47,46,45,44,43,42,42,41,40,39,38,38,61,208
7,12,20,29,36,41,43,45,47,49,51,51,51,51,51,50,50,50,49,48,48,48,47,47,47,47,46,45,45,45,65,209
2,4,11,19,26,34,41,47,52,56,59,62,65,67,69,69,69,69,68,68,68,68,68,68,67,66,66,66,66,65,73,210
1,4,8,13,20,25,31,36,41,46,49,52,55,55,56,56,57,58,58,57,57,57,57,57,57,56,55,55,55,54,66,211
1,4,10,17,25,30,36,43,47,51,55,59,62,63,65,67,67,67,67,67,67,68,68,68,67,67,67,67,67,67,89,212
2,3,4,6,9,12,15,18,22,26,29,33,37,41,44,47,50,52,53,54,55,56,56,56,56,56,56,56,56,56,91,213
16,17,21,25,30,36,39,43,46,50,54,56,58,59,60,62,63,63,63,63,63,63,63,63,63,63,63,63,62,62,73,214
33,37,41,46,50,54,57,59,61,62,63,64,64,64,64,64,64,64,64,64,64,63,63,63,63,63,63,63,63,63,80,215
0,1,4,8,11,15,20,27,35,42,47,53,58,61,64,66,68,69,69,69,69,69,70,70,70,70,70,70,70,70,55,216
66,69,71,73,74,73,11,12,16,25,33,42,49,55,60,65,68,70,72,73,73,73,74,74,74,74,74,74,74,74,52,217
14,17,22,29,38,48,55,61,65,68,69,70,71,72,73,73,73,73,73,73,73,72,72,72,71,70,70,71,71,69,82,218
3,5,9,15,20,28,35,41,45,46,46,47,48,49,50,51,52,53,54,55,56,57,57,57,57,57,57,57,57,57,112,219
8,11,16,21,26,30,35,39,43,46,48,50,51,52,53,54,54,55,55,55,56,56,56,56,56,56,56,56,56,56,79,220
4,8,11,15,19,26,34,41,47,51,54,56,57,58,60,62,63,64,64,65,65,66,67,67,67,67,67,67,67,67,81,221
28,31,33,36,39,43,48,53,58,61,63,64,65,66,67,67,68,69,69,69,69,69,69,69,69,69,69,69,69,69,82,222
11,14,18,23,29,37,44,50,56,61,65,68,71,74,76,77,78,79,80,80,79,79,79,79,78,78,78,77,76,76,80,223
17,22,28,35,43,50,55,59,62,64,66,67,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,74,224
8,13,18,23,27,31,36,41,45,50,53,57,59,61,63,65,67,69,69,70,71,71,72,72,72,73,73,73,73,73,59,225
10,14,21,28,36,44,52,58,64,69,74,77,78,79,80,81,81,81,81,81,81,80,79,78,77,76,76,75,74,74,76,226
12,16,21,27,35,44,52,58,65,72,77,81,84,85,86,86,86,87,87,88,88,88,88,88,88,88,88,88,88,88,66,227
0,0,0,2,3,4,6,8,10,12,14,17,20,22,24,26,27,29,31,33,35,37,38,39,40,41,42,43,43,43,61,228
47,47,47,47,47,47,47,47,5,7,9,12,15,18,21,24,28,32,36,38,40,42,44,45,46,47,48,49,50,50,54,229
44,42,37,19,22,25,28,31,34,37,40,42,44,46,48,49,50,51,52,53,54,54,54,54,54,54,54,54,54,54,61,230
8,11,14,18,21,24,27,31,36,40,44,47,50,53,55,56,57,58,59,60,61,62,63,64,65,66,67,68,68,68,54,231
14,17,21,25,29,33,37,41,44,47,50,53,55,56,57,57,57,57,57,57,58,59,59,59,59,59,59,59,58,57,49,232
1,3,7,11,17,23,28,32,37,41,45,48,50,52,54,56,58,59,60,61,61,61,61,61,61,61,61,61,61,61,57,233
21,25,29,32,37,41,44,46,48,50,52,54,56,58,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,49,234
23,27,31,34,39,43,46,49,52,54,56,58,59,60,61,62,63,63,63,63,63,63,63,63,63,63,63,63,64,64,44,235
13,16,19,23,28,33,38,42,45,48,50,52,54,55,56,57,58,59,59,59,59,59,59,59,59,59,59,59,59,59,71,236
57,56,52,17,19,21,23,25,29,33,37,42,46,50,53,55,57,59,60,61,62,63,64,65,66,67,67,67,67,67,47,237
73,73,73,73,72,70,14,17,22,27,32,37,42,46,50,54,57,60,63,65,67,69,71,72,72,72,72,72,72,72,47,238
49,45,40,1,4,9,11,17,21,25,30,33,36,39,43,46,47,48,49,49,50,51,52,53,54,55,55,55,55,55,75,239
-63,-67,1,5,7,11,17,24,32,37,41,45,49,52,54,56,56,57,58,59,59,60,61,61,61,61,61,61,61,61,72,240
10,13,17,21,28,35,41,46,49,53,56,58,60,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,51,241
0,2,5,10,15,24,29,37,42,47,51,55,57,59,61,63,64,64,64,64,64,65,66,67,67,68,69,70,70,70,31,242
2,5,8,14,21,28,34,40,46,51,55,60,66,70,73,76,78,79,79,80,80,80,81,81,81,81,81,81,81,81,103,243
7,11,13,13,17,25,36,45,56,64,70,74,79,83,86,88,90,92,93,95,96,97,98,98,98,99,100,101,101,101,81,244
-73,-80,-85,18,25,30,38,45,54,63,70,78,84,85,86,89,89,88,88,88,88,88,89,89,89,89,89,89,88,85,72,245
6,10,13,18,26,31,37,42,45,47,49,52,54,56,57,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,73,246
3,6,11,17,24,31,36,41,46,49,53,55,58,59,60,60,60,60,60,60,60,60,60,60,60,59,59,59,58,57,64,247
3,6,11,16,23,29,34,38,42,45,48,52,54,55,55,56,57,57,57,56,55,55,55,55,55,55,55,55,55,55,52,248
2,4,12,21,28,35,40,45,49,54,57,61,63,65,66,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68,75,249
0,1,7,16,28,36,41,47,52,58,63,68,72,74,76,76,78,78,79,80,80,80,80,81,81,81,81,81,80,80,96,250
0,3,8,14,21,32,39,45,51,58,61,65,69,72,74,76,76,78,79,79,79,79,79,80,80,80,80,80,80,80,85,251
2,6,14,21,27,32,38,44,48,51,53,55,56,59,60,60,60,61,61,61,61,61,61,60,59,58,58,57,56,55,79,252
2,6,12,20,28,33,37,43,48,53,55,58,60,61,62,62,62,62,62,63,64,64,64,64,64,64,64,64,64,63,82,253
9,12,15,21,27,34,40,46,51,56,61,62,63,65,66,67,67,68,68,69,69,69,69,69,69,69,69,69,69,69,77,254
5,5,9,16,26,37,42,50,56,61,64,64,65,66,66,65,65,65,65,65,65,65,66,66,66,66,66,65,65,65,62,255
0,0,3,10,18,27,34,42,47,49,52,56,60,61,64,68,70,71,70,70,70,70,70,70,70,70,70,70,70,70,77,256
3,8,17,26,36,42,49,54,59,63,67,70,73,75,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,100,257
4,7,12,16,22,26,31,34,37,39,40,42,45,46,47,48,48,48,48,48,47,47,48,47,47,47,46,45,45,45,63,258
13,15,17,21,25,32,36,41,46,48,50,50,50,51,51,52,52,52,54,54,55,56,55,54,53,53,52,51,51,50,65,259
10,13,16,21,27,33,38,43,47,50,54,57,58,58,59,60,60,60,60,61,62,61,61,62,62,62,62,62,62,62,79,260
3,5,10,16,23,29,34,38,44,50,53,57,59,62,63,64,64,64,64,64,64,64,64,64,65,64,64,64,64,64,64,261
5,10,15,23,32,38,45,50,55,58,60,62,64,66,67,67,68,68,69,69,69,69,69,68,69,69,69,69,68,68,78,262
1,4,10,21,32,38,43,48,52,57,61,65,67,69,71,71,71,70,69,69,70,70,70,70,70,70,70,70,70,70,84,263
8,11,15,22,27,33,38,43,47,49,50,51,51,51,50,50,50,50,50,51,50,50,50,50,50,50,50,50,50,50,69,264
1,3,6,12,18,23,27,33,36,41,44,47,49,52,53,54,55,54,54,53,53,53,54,55,55,55,54,54,53,53,61,265
5,6,8,14,21,27,32,38,45,51,53,55,55,55,56,56,57,57,58,58,59,60,60,60,60,60,60,60,60,60,77,266
6,10,17,25,31,38,43,48,52,55,58,60,61,61,62,63,64,65,66,66,66,65,64,64,64,65,65,65,64,64,79,267
5,11,18,27,33,39,44,49,55,60,62,65,66,67,69,69,70,71,72,73,74,74,75,76,76,76,76,76,76,76,86,268
10,14,21,27,35,42,48,52,56,60,62,64,65,65,66,66,66,66,66,67,68,68,68,68,68,67,68,67,66,66,67,269
11,17,24,34,42,48,54,60,65,68,72,74,75,76,77,76,76,76,76,76,76,76,77,76,76,76,76,76,76,75,71,270
8,13,16,22,27,30,32,36,40,42,44,47,48,48,49,49,49,49,49,49,50,50,51,51,51,51,51,51,51,50,66,271
5,8,13,19,24,29,32,37,40,42,42,45,46,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,47,52,272
7,8,12,18,26,34,40,44,47,49,50,52,53,56,56,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,64,273
1,3,7,14,25,32,37,42,46,50,53,55,56,58,60,61,62,63,63,63,63,63,62,62,62,62,62,62,62,62,73,274
10,12,15,21,27,36,42,49,53,57,59,61,64,65,65,66,65,65,65,65,66,66,66,67,67,67,67,67,67,67,94,275
5,6,12,18,25,30,36,42,47,51,56,60,62,64,66,66,67,68,67,68,69,69,69,69,69,69,68,68,68,68,78,276
5,6,11,19,30,38,45,50,55,60,64,69,71,71,73,74,76,76,76,77,77,77,78,78,77,77,76,76,76,75,91,277
16,18,22,28,34,39,42,44,47,49,50,51,52,53,53,53,53,53,53,53,53,52,52,52,52,52,52,52,51,50,72,278
18,21,25,31,37,43,49,53,57,60,61,62,62,62,62,62,62,62,61,60,59,59,58,57,57,57,57,56,55,55,88,279
7,13,18,24,30,35,39,42,45,47,49,50,51,52,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,51,280
16,23,29,33,38,42,44,46,48,49,50,52,54,56,57,58,59,59,60,61,62,62,62,62,62,62,62,62,62,62,56,281
22,28,31,36,43,49,52,54,57,60,62,63,64,64,64,65,66,67,68,69,69,69,69,69,69,69,69,69,69,69,86,282
49,53,57,62,67,71,73,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74,97,283
21,26,31,35,41,46,49,51,52,54,54,54,54,54,54,54,54,54,54,54,54,54,53,53,53,53,53,53,53,53,97,284
35,39,43,47,50,53,55,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,58,104,285
0,3,9,17,24,31,38,43,47,50,52,54,56,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,63,286
3,8,18,25,30,34,38,42,47,50,52,54,56,58,60,61,62,63,64,65,65,66,66,66,66,66,66,66,66,66,55,287
0,0,2,3,9,16,23,31,37,41,45,48,51,54,56,58,59,61,63,64,65,65,65,65,65,65,65,65,65,65,56,288
2,3,7,13,20,27,34,39,43,48,53,58,61,63,65,67,68,69,69,69,69,69,69,69,69,69,69,69,69,69,49,289
-1,1,5,12,20,29,35,38,40,42,44,45,46,47,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,67,290
1,3,8,15,20,27,34,38,41,45,47,48,50,52,53,53,53,53,53,52,52,52,52,52,52,51,51,50,49,47,54,291
0,3,11,19,26,33,39,44,48,51,53,54,55,56,57,58,58,58,58,58,58,58,58,58,58,58,58,58,57,55,55,292
0,0,4,12,21,30,38,43,47,51,54,56,58,60,62,63,64,64,64,64,64,63,63,63,63,63,63,63,63,63,48,293
3,8,15,23,32,40,48,54,57,60,62,64,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,93,294
16,21,26,32,39,48,54,57,59,62,65,66,66,66,66,66,66,66,66,66,66,66,66,66,65,64,64,64,64,63,67,295
0,0,1,9,18,26,33,38,43,49,53,55,58,60,62,63,64,65,66,67,67,67,67,67,67,67,67,67,67,67,52,296
1,5,12,20,28,33,39,45,48,50,51,51,52,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,54,95,297
3,4,5,9,16,21,25,29,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,49,49,63,298
6,11,17,24,31,37,42,46,48,50,52,54,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,61,299
0,0,0,7,18,28,37,43,47,51,54,56,57,58,59,60,61,61,62,62,62,62,62,62,62,62,62,62,62,62,64,300
3,8,15,23,31,39,45,50,53,56,58,60,62,64,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,68,301
0,0,7,17,25,34,40,47,53,58,61,64,67,68,69,69,69,69,69,69,69,69,69,69,69,69,69,68,68,67,58,302
0,3,10,20,28,34,39,43,47,50,52,54,53,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,71,303
4,7,10,17,25,32,38,44,48,50,53,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54,50,304
2,6,15,24,31,39,47,52,55,57,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,54,305
28,33,38,42,45,38,41,46,50,53,54,56,57,58,59,60,60,60,60,60,60,60,60,60,60,59,59,59,59,58,74,306
6,11,17,24,32,39,44,47,50,53,55,57,59,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,66,307
2,5,13,23,30,35,42,46,49,53,56,59,60,61,63,64,65,66,66,66,66,66,66,66,66,66,66,66,66,65,56,308
6,11,17,24,31,38,44,49,53,56,59,61,63,65,66,67,67,68,68,68,68,68,68,68,68,68,68,68,67,66,64,309
1,4,7,14,22,30,36,43,47,49,51,51,51,51,51,51,51,51,51,50,50,49,49,49,49,49,49,49,49,49,78,310
3,6,12,19,26,31,35,39,43,45,45,47,49,51,52,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62,311
5,10,18,26,31,35,41,45,47,49,52,53,55,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,55,312
12,19,23,26,31,38,42,45,49,52,54,57,60,62,62,63,64,65,65,65,65,65,65,65,65,65,65,65,65,65,80,313
6,10,15,22,30,35,41,48,53,56,57,59,61,62,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,61,62,314
13,16,21,30,37,41,44,48,51,54,57,59,61,62,63,64,65,66,67,67,67,67,67,67,67,67,67,67,67,67,71,315
3,6,9,16,23,28,34,40,46,50,53,56,59,62,65,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,47,316
3,6,11,19,25,29,35,40,42,43,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,45,69,317
1,3,6,11,17,24,31,37,42,46,49,51,53,54,55,56,57,57,57,57,57,57,57,57,57,56,55,54,54,53,60,318
1,4,10,16,22,28,34,39,44,48,51,53,56,58,59,60,61,62,63,63,63,63,63,63,63,63,63,63,63,63,59,319
1,2,5,12,17,23,28,34,40,44,47,50,52,54,56,57,58,59,60,60,60,60,60,60,60,60,60,60,60,60,54,320
12,15,18,22,28,36,41,44,47,50,54,57,59,62,64,65,66,67,67,67,67,67,67,67,67,67,67,67,67,67,72,321
0,1,4,14,25,32,38,44,50,54,57,60,63,64,65,66,67,67,67,67,66,65,65,65,65,65,65,65,64,63,57,322
0,1,5,12,19,26,32,37,41,43,45,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,72,323
1,2,6,14,22,28,34,42,47,50,53,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,68,324
2,7,11,19,26,30,35,40,44,48,51,53,57,60,62,63,63,63,62,62,62,62,62,62,62,62,62,61,60,59,68,325
3,9,16,24,32,37,43,48,51,54,58,61,63,64,64,65,66,66,66,66,66,66,65,65,65,65,65,65,65,65,76,326
3,5,9,18,27,34,38,44,51,53,55,59,63,65,66,67,68,69,69,69,69,69,69,69,69,69,69,68,68,68,70,327
0,2,6,15,24,31,38,44,49,54,59,62,65,68,70,71,72,73,73,73,74,75,75,75,75,75,75,75,75,75,82,328
-2,-1,2,10,17,25,33,40,46,49,51,52,52,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,50,49,66,329
0,0,1,8,15,20,27,33,38,43,46,48,50,52,54,54,55,55,55,55,55,55,54,54,54,53,53,52,51,50,52,330
-1,0,1,5,11,20,28,34,40,44,48,50,51,54,56,58,59,60,60,61,61,61,61,61,60,59,59,59,58,57,57,331
0,0,0,6,14,22,29,33,38,42,46,50,52,55,57,58,59,61,62,62,62,62,63,63,63,63,63,63,62,62,61,332
0,0,0,6,15,24,30,34,37,40,44,48,52,55,57,59,62,64,65,65,66,67,67,67,67,67,67,67,67,67,86,333
-3,0,3,9,17,24,30,36,43,47,50,53,56,59,60,61,62,63,65,66,66,66,66,66,66,66,66,66,66,66,61,334
3,6,8,15,24,31,37,43,48,51,54,57,59,60,61,62,63,63,63,63,63,63,63,63,63,62,61,61,61,61,39,335
0,3,10,17,24,30,35,41,46,50,54,57,60,63,65,67,69,70,71,72,73,73,73,73,73,73,73,73,73,73,52,336
3,7,11,17,22,28,35,39,42,43,44,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,45,52,337
0,1,6,14,20,26,32,39,43,46,49,51,52,53,54,53,53,53,52,51,50,49,49,49,49,49,49,49,49,49,64,338
1,4,11,17,22,26,31,36,40,44,47,49,51,53,55,56,57,58,58,58,59,59,59,59,59,59,59,59,59,59,61,339
-1,0,1,4,11,20,28,32,36,42,45,48,53,57,60,62,64,64,64,64,64,63,63,63,63,63,63,63,63,63,77,340
4,8,15,23,31,37,44,49,52,56,60,63,65,66,67,67,67,67,67,67,67,67,67,67,67,67,66,66,65,62,48,341
2,9,17,25,31,37,43,48,53,57,60,62,64,66,67,68,69,70,70,70,70,70,70,70,70,70,70,70,70,70,80,342
7,12,18,26,33,37,40,43,46,49,51,52,52,53,53,53,52,52,52,52,52,52,52,52,52,52,52,51,50,48,77,343
1,5,9,15,24,31,36,41,46,50,53,55,56,56,57,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,67,344
3,8,18,31,40,45,50,56,61,65,67,68,69,70,70,70,69,69,69,69,69,69,69,69,69,69,69,68,66,60,83,345
4,9,16,24,32,38,43,48,53,56,57,59,61,63,63,63,63,63,63,63,63,63,63,63,62,61,61,61,61,61,76,346
10,16,22,30,37,41,44,47,48,51,54,56,59,61,62,64,65,65,64,64,64,64,63,63,63,63,63,63,62,62,65,347
2,3,7,14,22,30,37,43,48,51,54,58,60,62,64,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,70,348
0,2,9,16,21,27,31,34,38,41,45,47,49,51,52,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,70,349
0,1,7,14,19,24,28,33,39,42,44,47,51,55,58,60,62,63,64,65,65,65,64,64,63,63,63,63,63,63,65,350
0,1,4,11,18,25,31,36,41,46,50,53,55,57,59,61,62,62,62,63,63,63,63,63,63,63,63,63,63,63,53,351
2,4,11,19,26,33,39,45,49,52,55,58,60,61,62,63,64,64,64,64,64,64,64,64,64,64,64,63,63,63,53,352
1,3,10,19,27,35,42,49,54,58,61,63,65,67,69,70,71,72,72,72,72,72,72,72,72,72,72,72,71,71,60,353
0,0,18,19,21,24,30,36,41,46,49,52,55,56,57,57,57,57,57,57,57,57,57,57,56,55,55,55,55,54,87,354
7,8,11,17,21,24,30,33,38,43,47,50,52,53,53,54,56,55,55,54,54,53,52,52,51,50,50,49,48,48,49,355
6,10,15,22,29,35,40,46,51,56,59,61,63,64,65,66,66,67,68,68,68,68,67,67,67,67,67,67,67,67,82,356
5,6,12,20,27,33,39,45,50,54,57,60,63,65,66,67,68,70,71,72,73,74,74,75,75,74,75,75,75,75,83,357
14,16,23,30,35,44,50,55,59,62,65,67,68,70,72,73,74,75,75,76,76,76,76,75,75,75,75,75,75,75,95,358
12,12,16,17,21,25,30,33,35,37,40,42,43,44,45,45,45,45,45,45,46,46,46,45,45,45,45,45,44,43,63,359
20,22,24,27,30,34,37,39,41,43,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,45,45,45,45,45,57,360
16,21,25,30,35,39,42,45,48,49,52,53,55,56,57,58,58,59,59,59,59,58,58,57,57,57,57,57,56,56,62,361
15,18,22,28,33,38,42,46,49,52,54,56,57,58,59,60,60,61,61,61,61,62,62,62,62,62,62,61,61,61,58,362
11,15,19,24,31,37,42,46,51,54,58,62,63,64,65,66,67,67,67,67,67,68,68,68,68,68,68,69,69,69,81,363
7,11,17,23,30,36,42,47,51,55,60,64,66,67,67,67,68,69,70,70,70,70,70,70,71,71,71,71,71,70,77,364
8,9,12,18,24,31,36,41,45,49,53,57,62,65,66,68,69,71,71,72,73,74,74,75,75,75,75,75,75,75,78,365
12,14,19,24,30,34,37,40,43,45,46,47,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,74,366
11,16,21,27,32,36,39,42,44,46,48,50,51,53,54,54,54,53,53,53,53,52,52,51,51,51,51,50,50,49,57,367
11,13,15,19,27,32,36,39,42,44,46,49,50,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,50,368
6,9,13,19,25,32,39,44,48,51,53,55,55,56,57,58,58,59,59,59,59,59,59,59,58,58,58,58,58,57,69,369
4,7,11,16,22,27,31,34,37,41,45,48,51,54,56,58,59,60,61,62,63,63,63,63,63,63,63,63,63,63,59,370
13,16,22,27,32,36,41,45,48,51,53,56,58,59,61,62,63,64,64,64,64,64,64,64,64,64,64,64,64,64,73,371
7,12,18,26,32,38,45,51,58,63,66,68,69,71,72,73,73,73,74,75,75,75,75,75,75,75,75,75,75,75,82,372
1,6,11,16,22,28,35,40,44,46,48,50,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,77,373
22,24,27,31,35,38,42,44,46,48,50,52,53,53,53,53,53,53,53,53,52,52,52,52,52,52,52,52,52,52,63,374
13,17,22,28,34,38,41,44,46,48,51,53,55,57,58,59,59,59,59,59,59,59,59,59,58,57,57,57,56,55,63,375
13,17,21,26,31,38,43,46,49,52,54,56,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,60,69,376
14,16,18,23,29,34,39,44,48,52,54,58,62,64,66,68,69,69,69,69,69,69,69,69,69,69,68,68,67,67,80,377
12,14,16,21,27,33,39,44,49,53,57,61,64,67,68,69,70,70,70,71,72,73,73,73,72,72,72,72,72,72,73,378
11,13,17,21,25,29,34,38,41,42,44,44,45,46,46,46,46,46,46,47,47,47,46,46,46,46,46,45,45,45,68,379
13,16,21,26,31,36,40,44,45,46,48,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,63,380
15,17,20,25,32,36,41,44,47,49,51,53,55,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,56,71,381
11,15,20,26,32,37,40,44,47,49,52,54,56,57,58,59,59,59,59,59,59,58,58,58,58,58,58,57,57,56,63,382
3,8,13,20,26,32,37,42,47,51,54,57,59,60,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,55,383
2,3,7,13,20,25,30,36,42,47,52,56,60,63,65,65,66,67,68,68,69,69,69,69,69,69,69,69,69,69,77,384
0,3,9,17,26,34,42,48,53,57,61,64,67,69,69,70,70,70,70,71,71,71,71,70,70,70,70,70,70,70,76,385
1,6,13,23,33,42,49,57,64,71,73,76,77,77,77,77,77,77,77,78,78,78,77,77,76,76,76,76,76,76,85,386
0,0,29,34,37,40,42,44,47,49,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,48,46,90,387
15,21,26,33,40,46,51,55,57,59,60,60,60,60,60,60,60,59,58,58,58,57,56,54,52,48,41,34,5,5,44,388
31,36,33,29,32,37,42,46,49,51,53,56,58,59,60,60,60,60,60,60,60,60,60,60,59,59,59,59,59,59,56,389
2,6,15,23,30,37,42,47,51,54,56,58,60,61,62,63,63,63,63,63,63,63,63,63,63,62,61,61,61,61,50,390
0,4,13,21,28,35,41,45,49,53,56,58,60,61,61,61,61,61,61,61,61,61,61,61,60,60,60,60,60,59,45,391
0,0,3,10,18,25,31,37,42,47,50,52,54,57,60,62,64,65,66,66,66,66,66,66,66,66,66,66,66,66,57,392
0,1,8,16,22,28,32,38,43,48,51,55,58,60,63,66,68,69,70,71,71,70,70,70,70,70,70,70,69,69,68,393
-1,0,2,6,13,20,28,32,38,43,47,51,55,59,64,68,72,74,75,76,76,75,75,75,75,75,75,75,75,75,44,394
1,3,7,14,22,30,38,42,46,50,54,57,61,65,68,70,72,73,73,73,73,73,73,73,73,73,73,73,73,73,50,395
5,3,7,14,21,30,36,40,44,48,51,52,53,53,53,53,53,53,53,53,53,53,52,52,52,52,51,50,49,47,63,396
0,2,5,10,16,23,29,35,41,45,48,51,52,53,54,55,55,55,55,55,55,55,55,55,55,55,54,53,52,51,56,397
