y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,label,index
0,0,3,9,18,28,32,37,42,46,49,52,54,56,57,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,64,398
0,1,6,12,19,25,31,36,41,45,49,52,54,55,56,58,60,61,61,61,61,61,61,61,61,61,61,60,60,60,62,399
3,8,16,24,31,37,45,50,54,57,59,61,62,64,65,66,66,66,66,65,65,64,64,64,64,63,63,63,63,63,67,400
1,4,10,19,26,33,39,46,51,55,58,61,64,66,68,69,70,71,71,71,71,71,71,71,71,71,71,71,71,70,72,401
1,9,21,29,37,44,51,56,60,64,68,71,72,72,72,71,71,71,71,71,71,71,70,70,70,70,70,70,70,69,65,402
3,8,21,34,41,48,54,59,62,66,70,73,74,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,68,403
10,15,19,26,32,38,42,45,48,51,53,54,54,54,54,54,54,54,54,54,53,53,52,52,52,51,50,49,48,46,79,404
1,5,11,18,26,32,37,42,47,50,53,55,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,68,405
0,1,4,10,18,25,31,38,44,49,54,56,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,60,60,90,406
3,6,11,17,25,33,39,44,49,54,58,59,61,63,64,65,66,67,67,67,67,67,66,66,66,66,65,65,64,64,57,407
-1,-1,0,6,17,26,34,41,46,51,57,61,64,66,68,69,70,70,70,71,71,71,71,71,71,71,71,71,70,69,57,408
0,3,9,17,26,34,43,49,54,59,63,66,68,69,70,71,71,71,71,71,71,71,71,70,69,69,68,68,67,66,53,409
0,3,10,20,29,37,44,49,55,62,64,66,70,72,72,72,71,70,70,70,70,70,70,70,70,70,70,70,70,70,65,410
1,3,12,22,32,39,46,51,56,63,69,72,74,76,77,78,78,78,78,78,78,78,78,78,78,78,78,77,77,77,83,411
2,3,7,13,19,27,33,38,42,44,46,47,49,50,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,51,71,412
6,10,16,24,31,37,42,47,51,54,57,58,60,60,60,60,60,60,60,60,59,58,58,57,57,56,55,53,51,47,67,413
-1,0,5,11,18,26,33,39,45,50,54,58,60,61,62,62,62,62,62,61,61,61,61,61,61,61,60,60,60,60,68,414
0,0,1,7,13,22,31,37,42,47,51,54,57,58,59,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,62,415
2,6,15,23,32,40,45,50,55,59,61,63,65,66,67,67,67,67,67,67,67,67,67,66,66,66,65,65,65,65,68,416
0,4,11,18,27,36,43,48,52,56,60,63,65,67,68,69,70,70,70,70,70,70,70,70,70,69,69,69,69,69,69,417
0,0,3,12,20,31,40,44,49,56,63,68,72,75,76,76,76,76,76,76,76,76,76,76,76,76,75,74,74,73,77,418
15,19,27,36,44,52,60,67,74,79,81,82,82,82,81,81,80,80,80,79,79,79,79,78,78,78,78,78,78,78,87,419
0,0,1,6,16,23,30,36,41,45,49,52,54,55,56,56,56,56,56,56,56,55,55,55,55,55,55,55,55,54,82,420
14,16,20,25,28,32,36,40,43,47,50,52,54,55,56,57,58,58,58,58,58,58,58,58,58,58,58,57,57,57,93,421
0,0,5,12,20,25,29,33,37,42,46,48,50,52,54,55,56,57,57,57,57,57,57,57,57,57,57,57,57,56,54,422
-1,0,1,5,11,19,25,31,36,39,44,48,51,53,54,55,56,57,57,57,57,57,57,57,57,57,57,57,57,57,49,423
0,0,1,8,14,22,30,33,38,42,46,50,53,56,58,60,61,61,62,63,63,63,63,63,63,63,62,62,62,62,52,424
0,0,3,9,15,20,25,29,33,37,40,44,48,51,53,55,57,59,61,63,65,66,67,67,67,67,66,66,66,66,44,425
0,3,10,19,27,33,37,42,46,50,54,57,60,63,65,67,68,69,69,69,69,69,68,68,68,68,68,68,68,68,64,426
-2,0,10,23,34,40,45,50,54,59,63,66,69,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,68,427
16,21,28,35,42,48,54,59,64,69,73,75,76,77,78,78,78,78,78,78,78,78,77,77,77,77,77,77,77,76,87,428
2,6,11,16,23,29,33,35,38,41,43,46,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,47,62,429
0,0,4,13,18,23,29,33,38,43,46,49,51,53,55,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,63,430
0,0,3,8,15,21,27,33,38,42,45,47,49,52,54,56,58,58,58,58,58,58,58,58,58,58,58,58,58,58,46,431
0,1,6,12,17,24,29,33,39,44,48,52,56,58,60,62,63,64,65,65,65,65,65,64,64,64,64,64,64,64,58,432
0,0,4,14,25,32,39,45,49,52,56,59,61,63,64,65,66,67,68,68,68,68,68,68,68,68,68,68,68,68,65,433
0,0,2,9,16,23,29,34,40,45,49,52,54,56,59,61,63,65,67,68,68,68,68,68,68,68,68,68,68,68,69,434
1,2,8,20,27,36,42,47,52,56,60,63,66,69,71,72,72,72,72,72,72,72,72,71,71,71,71,71,71,71,65,435
-1,0,2,8,12,17,22,30,38,45,50,55,60,64,67,70,72,73,73,73,73,73,73,73,73,73,72,71,70,69,52,436
0,0,1,6,14,21,27,33,40,46,52,57,61,64,67,69,70,72,73,73,73,73,73,73,73,72,72,72,72,72,51,437
0,1,6,11,19,28,36,44,51,58,63,66,71,76,80,83,84,85,85,85,85,85,85,85,85,85,84,82,81,80,70,438
3,5,8,13,19,24,28,33,37,40,42,45,48,51,53,55,56,56,56,56,56,56,56,56,55,54,53,52,52,52,73,439
0,0,1,6,14,23,29,35,39,42,45,47,49,51,53,54,55,56,56,56,56,56,56,56,56,55,55,55,55,55,50,440
0,0,1,4,11,16,22,28,33,38,43,47,50,53,55,57,59,60,61,61,61,61,61,61,61,60,60,60,60,60,49,441
0,0,2,7,15,23,27,31,35,40,45,50,54,56,58,60,62,64,64,64,64,64,64,64,64,64,63,63,63,63,53,442
1,3,7,13,21,25,29,33,37,42,47,51,54,57,59,61,63,65,66,66,66,66,66,66,66,66,66,66,66,66,64,443
4,10,16,22,29,36,42,47,51,54,57,60,61,63,65,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,444
0,1,9,18,27,35,43,51,56,62,66,68,70,71,72,72,72,72,72,72,72,72,72,72,72,72,71,70,68,64,65,445
0,0,1,6,13,22,29,37,43,48,53,58,62,66,70,73,75,76,76,76,76,76,76,76,76,76,76,76,76,76,68,446
0,2,4,9,17,25,29,32,36,39,42,45,47,49,51,52,52,52,52,52,52,52,52,52,52,52,52,51,51,51,65,447
0,-1,0,8,14,19,25,30,34,39,43,46,49,51,53,55,56,57,57,57,57,57,57,57,57,57,57,57,57,56,57,448
0,1,4,13,20,26,31,36,41,46,49,52,54,55,55,55,56,56,56,56,56,56,55,55,55,54,53,53,53,52,53,449
0,0,3,9,17,24,31,37,43,48,52,55,58,60,62,63,64,64,64,64,64,63,63,63,63,63,63,63,63,63,70,450
1,3,8,13,20,27,33,39,45,51,56,60,63,66,68,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,77,451
0,3,10,18,27,33,40,45,50,54,58,63,67,67,68,69,69,69,69,69,69,69,69,68,67,66,66,67,67,67,66,452
0,0,2,10,17,24,31,38,46,53,59,63,66,69,71,72,72,71,71,71,71,71,72,72,72,72,72,72,72,72,75,453
0,2,10,22,32,40,46,51,56,61,66,70,74,78,80,80,81,82,82,82,82,82,82,82,82,82,82,82,82,82,88,454
0,0,5,14,21,26,29,33,37,40,44,46,49,51,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,73,455
0,0,2,5,9,17,25,27,29,33,38,43,47,50,53,56,58,59,60,60,60,60,60,59,59,59,59,59,59,59,62,456
0,2,6,13,18,22,27,32,37,42,47,51,54,56,58,60,61,62,62,62,62,62,62,62,62,62,62,62,62,62,58,457
0,0,4,12,22,27,33,38,42,47,51,54,55,57,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,64,458
0,1,3,9,17,23,29,35,41,46,51,55,58,60,62,63,64,65,65,65,65,65,65,65,65,65,65,64,64,64,58,459
0,2,9,18,27,34,40,46,52,57,61,64,67,69,70,71,71,71,71,70,70,70,70,70,70,70,70,70,70,70,71,460
0,0,0,7,14,22,30,37,42,49,55,60,64,68,71,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,78,461
0,1,5,13,22,30,39,47,54,58,62,66,70,74,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,76,75,462
-1,0,4,12,19,25,31,37,43,47,50,53,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,78,463
0,0,5,14,23,29,34,38,43,47,51,53,55,57,58,59,59,59,59,59,59,59,59,59,58,57,57,57,57,57,60,464
0,0,0,7,14,20,26,31,37,43,48,52,54,56,57,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,69,465
0,0,3,9,16,23,28,33,38,42,46,50,54,57,59,61,63,65,66,66,66,66,66,66,66,66,66,66,66,66,65,466
0,0,0,6,16,24,29,34,39,45,50,54,58,61,63,65,66,67,68,68,68,68,68,68,68,68,68,68,68,68,63,467
0,0,3,12,23,30,37,45,51,56,60,64,67,69,71,73,73,74,75,76,77,78,79,79,79,79,79,79,79,79,83,468
0,0,4,14,26,36,45,52,55,60,65,70,73,74,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,63,469
0,0,2,11,22,30,36,44,49,54,59,65,68,69,71,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,55,470
1,4,8,13,20,24,30,36,40,44,48,51,53,55,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,86,471
0,1,6,16,21,28,36,42,46,49,53,56,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,73,472
0,1,4,9,16,24,30,35,39,42,45,47,50,52,54,56,58,59,60,61,61,61,61,61,61,62,62,62,62,62,59,473
0,0,4,11,18,25,32,38,43,47,49,52,54,56,57,58,60,61,61,61,61,61,61,61,61,61,61,61,61,61,54,474
0,2,9,18,26,33,36,40,43,46,50,54,56,58,61,64,66,67,68,69,69,69,69,69,69,69,69,69,69,69,65,475
0,1,8,17,24,28,34,40,45,49,52,55,59,62,64,66,68,69,70,70,71,72,72,72,72,72,72,72,72,72,67,476
0,1,11,21,28,37,45,52,57,61,65,69,71,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,477
2,7,12,20,27,34,41,49,54,59,64,68,70,72,74,76,77,78,79,79,79,79,79,79,79,79,79,79,79,79,68,478
7,10,11,16,21,27,33,38,41,44,47,50,52,54,55,55,55,55,55,54,54,54,54,54,54,54,53,53,53,53,81,479
0,0,3,10,16,21,28,33,38,43,47,50,53,55,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,59,480
0,0,0,5,11,17,23,28,33,38,43,47,50,53,55,57,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,481
0,0,2,10,18,24,30,36,40,43,47,50,53,55,57,59,61,62,63,64,64,64,64,64,64,64,64,64,63,63,56,482
0,1,7,16,22,29,36,42,46,49,53,57,59,61,62,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,68,483
0,0,1,8,18,25,32,40,45,49,53,58,62,65,68,71,72,72,72,73,74,74,74,74,74,74,73,72,72,72,69,484
0,0,1,7,14,21,27,34,41,48,52,56,60,64,67,69,70,71,72,73,73,73,73,73,73,73,73,73,73,72,69,485
0,0,1,6,14,22,26,31,37,42,47,52,56,60,63,67,70,72,74,75,76,76,76,76,76,76,76,76,76,76,55,486
0,0,5,12,19,26,34,41,46,51,54,56,59,61,64,67,70,71,72,73,74,74,75,75,76,77,77,77,77,77,52,487
0,0,4,12,20,26,30,35,39,41,45,47,49,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,69,488
0,0,2,8,17,22,27,34,40,45,48,51,54,56,58,59,60,61,61,61,60,59,59,59,59,58,58,58,58,58,70,489
0,0,1,7,12,19,26,34,40,46,49,53,56,58,60,62,63,63,63,63,63,63,63,63,63,63,63,63,62,61,74,490
0,1,8,13,18,23,30,36,42,47,51,59,61,63,64,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,69,491
0,0,1,8,20,29,34,40,46,52,56,60,64,68,70,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,492
-1,1,5,15,23,30,35,43,49,55,60,65,69,72,75,75,75,75,75,75,74,74,74,74,74,74,74,73,73,72,69,493
0,2,7,16,26,33,41,48,51,55,58,62,66,68,70,72,73,73,72,71,71,71,71,71,71,71,71,70,69,69,62,494
0,1,8,19,29,35,43,51,56,60,65,70,74,77,79,80,81,82,82,82,82,82,82,83,83,83,83,83,83,83,78,495
0,1,7,14,20,25,32,38,42,45,46,49,52,54,55,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,71,496
1,4,8,14,20,25,30,34,39,42,46,49,52,55,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,497
1,2,4,10,17,24,31,37,42,45,48,51,53,55,56,57,58,59,60,60,60,60,60,60,60,60,60,60,60,60,48,498
0,2,8,14,18,23,29,35,41,44,48,51,53,55,57,58,59,60,61,62,63,63,63,63,63,63,62,62,62,62,58,499
0,0,8,17,25,31,38,45,49,54,58,61,63,65,67,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,77,500
0,1,7,15,21,25,31,38,44,49,53,58,62,65,67,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,75,501
0,0,5,14,21,28,35,41,47,52,56,61,65,68,71,73,74,75,76,77,77,77,77,77,77,77,77,77,77,77,78,502
0,2,10,20,29,35,42,49,54,58,63,68,72,73,74,75,76,77,77,77,77,77,77,77,77,77,77,77,77,77,73,503
0,1,7,16,24,29,34,40,44,47,50,53,55,57,60,62,63,63,63,62,61,60,59,58,57,56,55,54,52,49,65,504
0,0,3,10,18,26,33,38,43,47,51,54,57,58,59,60,61,61,61,61,61,60,59,59,59,58,57,56,55,55,65,505
0,0,4,13,21,27,33,38,42,46,50,53,56,58,59,61,62,63,63,63,63,62,61,60,60,59,58,58,57,56,63,506
1,3,11,25,36,43,49,53,56,59,61,64,67,69,70,70,70,70,69,69,69,68,67,67,66,65,65,65,65,64,76,507
38,41,45,51,57,61,65,70,74,75,76,76,76,76,76,75,75,75,74,73,73,73,73,73,73,73,73,73,73,73,110,508
0,0,6,14,23,29,33,36,40,42,44,46,49,50,51,52,52,52,52,52,52,52,52,51,51,51,51,51,50,50,79,509
0,2,9,15,20,25,32,38,43,47,49,52,55,58,61,63,64,65,65,65,64,63,63,63,63,63,63,63,63,62,83,510
0,4,13,21,28,35,41,46,51,54,57,60,62,63,64,64,64,64,63,62,62,62,61,61,61,60,59,59,58,57,84,511
0,0,1,6,11,16,19,24,29,32,37,42,46,50,53,55,57,59,60,60,60,60,60,60,60,60,59,59,59,58,74,512
0,3,12,23,31,39,48,54,58,62,66,69,70,71,71,71,71,71,71,71,71,71,71,71,70,70,70,69,69,68,81,513
-1,0,6,15,26,34,42,48,55,60,65,70,73,75,77,77,77,77,77,76,76,76,75,74,74,74,73,72,71,66,76,514
0,0,2,9,19,23,28,33,37,41,45,49,53,55,56,56,56,56,56,56,56,55,54,54,54,54,54,52,49,44,68,515
3,6,11,17,23,29,35,41,46,51,55,58,60,61,61,61,61,61,61,61,60,60,59,58,58,58,58,58,58,57,84,516
0,0,0,0,0,3,11,19,23,32,42,50,55,59,62,64,65,66,67,68,69,69,69,69,69,68,67,67,67,66,73,517
0,0,3,8,14,19,23,29,35,40,45,49,53,56,59,61,62,63,63,63,63,62,61,60,59,58,58,57,56,55,75,518
1,6,13,21,30,38,44,48,51,55,59,64,66,68,69,70,71,71,71,71,71,71,71,71,71,71,71,71,70,69,89,519
0,2,8,17,25,32,39,43,49,55,59,63,68,71,73,74,75,76,76,76,76,76,76,76,76,76,75,75,75,74,94,520
0,10,23,36,44,51,58,64,69,73,76,79,81,82,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,83,98,521
0,5,14,22,27,32,38,44,49,53,56,58,59,59,58,58,57,56,55,55,54,54,54,53,52,51,48,47,44,39,74,522
2,7,15,22,30,38,43,47,51,54,57,58,59,59,59,59,59,59,59,58,58,58,57,56,56,55,55,55,55,55,86,523
7,17,23,31,39,47,53,58,62,64,65,65,65,65,65,64,63,63,62,61,60,60,59,58,57,56,56,55,54,53,86,524
5,14,22,30,38,45,51,56,59,62,66,69,71,73,74,74,74,73,72,72,72,71,71,71,70,69,68,67,64,55,81,525
0,2,11,23,34,42,49,55,60,64,67,70,72,73,74,74,74,74,74,74,74,73,72,71,70,70,70,70,69,67,90,526
0,4,15,27,35,41,49,56,62,67,72,76,79,81,82,83,83,83,82,82,82,82,82,82,82,82,82,82,82,81,92,527
1,4,13,26,35,43,52,59,64,69,74,77,80,82,83,84,85,85,85,85,85,85,85,85,85,85,85,85,84,84,90,528
0,0,5,12,17,23,30,36,41,45,48,51,54,56,57,57,57,57,56,55,54,53,52,52,52,52,52,51,51,51,89,529
1,5,11,19,24,29,34,39,43,47,51,54,56,57,58,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,80,530
1,5,9,13,18,23,28,34,38,42,46,49,52,54,55,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,65,531
3,4,9,15,21,26,34,41,47,52,56,59,62,64,65,66,66,66,66,66,66,66,66,65,64,64,64,64,64,64,76,532
9,13,18,23,30,38,44,49,54,59,63,65,67,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,68,95,533
25,25,30,34,40,45,50,55,59,61,63,64,64,63,62,61,59,58,57,56,55,55,55,54,53,52,52,52,51,50,90,534
1,4,9,14,19,25,30,34,38,43,46,48,50,51,52,53,53,53,54,54,54,54,54,53,53,52,51,50,48,47,76,535
2,5,8,12,15,20,24,29,35,39,43,47,49,49,50,52,54,55,56,56,56,56,56,56,55,54,54,54,54,53,59,536
7,10,17,24,31,38,44,49,53,56,58,59,60,61,61,61,61,61,61,60,60,59,59,59,58,57,57,56,56,55,75,537
5,9,14,20,26,33,39,44,47,49,51,53,54,55,56,58,59,59,59,59,59,59,59,59,59,59,58,58,58,58,82,538
5,8,13,19,26,33,37,40,44,48,52,55,58,61,63,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,79,539
2,7,13,22,30,37,45,52,57,61,63,65,66,67,67,67,67,67,68,69,69,69,69,69,68,68,68,67,67,67,84,540
0,3,6,11,18,25,31,37,40,42,44,45,45,45,45,45,45,45,44,43,43,43,43,43,42,41,41,40,39,38,77,541
0,0,3,9,15,21,26,31,36,40,44,46,48,50,51,51,51,51,50,49,49,49,49,49,49,48,47,47,47,47,74,542
0,1,3,11,19,25,31,36,40,44,47,49,51,53,55,56,57,57,57,57,57,56,56,56,56,56,56,55,54,54,73,543
0,2,5,8,12,19,27,33,38,42,46,49,52,54,55,56,57,58,59,60,60,60,60,60,60,60,60,60,60,60,70,544
11,17,23,30,36,41,47,51,55,59,62,63,63,63,63,64,64,65,66,66,65,65,65,65,65,65,65,65,65,65,100,545
1,4,10,17,23,30,36,41,45,48,53,58,62,64,64,65,66,66,66,66,67,68,68,68,68,67,67,67,67,67,89,546
0,0,3,8,15,22,29,35,40,45,48,54,58,61,64,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,71,547
0,0,1,9,21,28,34,41,49,54,59,63,66,69,71,72,73,74,74,75,75,75,75,75,75,75,75,75,75,74,85,548
0,0,1,5,11,19,24,27,30,33,36,39,42,44,45,45,45,45,45,45,45,44,43,42,42,41,40,40,40,39,72,549
0,2,6,12,18,25,31,35,40,44,47,49,50,52,52,52,52,51,50,49,48,47,47,47,47,47,47,46,45,45,77,550
0,0,2,8,16,24,29,34,39,43,46,49,52,55,56,56,56,56,55,54,53,53,53,53,53,53,53,53,53,53,74,551
2,3,5,12,20,27,32,37,42,47,51,54,57,59,61,62,62,62,62,62,62,62,62,62,61,60,60,60,60,60,84,552
0,1,2,8,16,25,29,34,39,44,48,51,54,56,58,60,61,61,60,60,60,60,60,60,60,60,60,60,60,60,66,553
0,0,1,6,12,18,23,31,37,43,49,53,56,59,62,65,67,68,69,69,69,69,69,69,69,69,69,69,69,69,72,554
-1,0,1,7,15,26,34,41,48,53,57,60,63,66,68,69,70,70,70,70,70,70,70,70,69,69,68,68,68,67,77,555
0,0,5,12,22,30,36,42,49,55,59,63,66,70,73,73,73,73,73,73,73,73,73,74,74,74,74,74,73,72,69,556
0,1,7,13,18,22,27,33,38,42,45,47,48,50,51,52,53,53,53,53,53,52,51,50,49,47,44,40,34,27,64,557
0,0,0,2,5,10,14,21,27,32,36,39,42,44,45,46,47,48,48,48,48,48,48,48,48,48,48,48,47,46,71,558
0,1,8,14,20,25,32,38,43,47,51,54,55,56,58,58,58,58,57,56,56,56,55,55,55,54,53,52,50,44,65,559
1,5,9,15,21,28,33,38,42,46,49,51,53,55,56,57,57,57,57,57,57,57,57,57,57,57,57,56,56,55,65,560
-1,0,2,10,17,24,30,37,42,47,51,54,57,59,61,62,63,64,64,64,64,64,64,64,64,64,64,63,62,62,73,561
1,9,19,29,35,41,46,51,56,60,63,65,67,69,69,69,69,69,69,69,68,68,67,67,66,65,65,64,63,62,75,562
3,5,13,22,27,33,38,44,50,55,58,61,64,66,67,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,75,563
0,2,9,16,24,32,39,45,51,57,62,66,69,72,73,73,72,72,72,72,72,72,72,72,72,72,71,71,71,71,93,564
8,13,20,26,32,38,42,45,47,48,49,49,49,50,50,49,49,49,48,48,48,47,46,46,46,45,44,44,44,43,90,565
0,0,1,7,12,19,25,31,38,43,48,51,53,55,57,58,59,59,59,59,59,59,59,58,57,57,57,57,57,56,89,566
0,0,0,4,10,16,22,30,37,43,47,52,56,59,62,64,66,66,66,66,66,66,65,65,65,65,65,65,65,65,86,567
0,2,8,20,28,34,40,45,50,53,56,59,62,63,64,64,64,64,63,63,63,63,63,63,63,63,63,63,62,62,74,568
0,0,4,12,19,24,32,38,44,50,54,58,61,64,67,69,70,71,71,71,71,71,71,71,71,71,70,70,70,70,84,569
-1,0,0,2,9,18,26,31,38,44,50,56,60,63,66,68,69,70,70,71,71,71,71,71,71,71,71,71,71,71,75,570
0,0,4,12,19,25,32,39,45,50,53,55,59,62,64,66,68,69,70,71,72,72,72,72,72,72,72,72,72,71,81,571
0,0,1,6,13,20,26,31,35,38,41,45,48,51,51,50,49,48,47,46,45,45,45,45,45,45,45,45,45,45,91,572
0,0,1,6,14,22,29,34,39,44,49,51,52,54,55,55,55,55,54,54,54,53,52,52,52,51,50,49,49,49,86,573
2,6,11,19,26,33,40,45,50,54,57,59,60,62,62,63,63,63,62,61,60,59,59,59,58,57,57,56,56,56,86,574
2,2,3,7,13,18,24,30,35,39,41,41,41,41,40,39,38,37,37,37,36,35,34,34,33,33,33,32,32,31,96,575
0,1,3,6,9,12,15,18,21,24,27,30,33,35,37,38,39,40,41,41,40,40,40,40,40,40,39,38,38,38,105,576
4,7,11,17,22,27,33,38,42,45,46,48,50,51,52,53,52,51,51,50,50,49,48,47,47,47,46,46,45,44,97,577
1,2,7,12,17,22,26,32,37,41,44,48,50,51,54,55,55,55,55,55,55,56,57,57,56,56,55,54,53,53,84,578
0,0,3,10,17,24,30,35,39,43,48,51,54,57,58,59,59,59,58,58,57,57,57,57,57,57,56,56,55,54,89,579
5,7,13,21,28,32,37,43,47,50,53,56,58,60,60,60,61,61,61,61,60,60,60,60,60,60,59,59,58,58,84,580
11,13,17,21,27,32,34,37,40,42,45,48,48,48,47,46,45,45,45,44,43,43,43,43,42,41,41,40,39,38,89,581
5,10,17,23,29,34,39,44,47,49,50,51,52,53,53,53,53,53,53,52,51,50,49,48,47,46,46,46,46,46,76,582
8,10,13,18,24,29,34,38,43,47,50,52,54,55,55,55,55,54,54,54,54,53,53,52,51,51,51,50,50,50,65,583
1,3,8,14,20,26,31,35,38,42,46,48,50,53,55,56,57,58,58,58,58,58,58,58,58,58,58,58,58,58,80,584
16,19,23,28,33,37,40,43,46,49,52,55,57,59,60,61,62,62,62,63,63,63,63,63,63,63,62,61,60,60,51,585
1,4,9,17,22,28,34,39,44,49,53,56,60,63,65,65,66,66,67,68,69,70,71,71,71,70,69,68,67,66,63,586
2,8,14,21,28,34,39,46,51,54,56,59,63,66,67,69,68,68,69,70,70,70,70,71,71,71,71,71,70,70,67,587
0,3,6,11,18,25,30,35,40,43,46,47,48,49,51,53,54,54,54,54,54,54,53,53,53,53,52,52,52,51,70,588
1,3,7,12,18,23,27,32,34,38,41,46,47,48,49,52,53,54,53,53,52,52,52,52,52,52,51,50,49,49,55,589
10,14,18,22,27,31,34,38,42,45,48,50,52,54,54,55,57,58,59,59,60,60,60,59,59,59,58,57,56,55,82,590
0,2,5,11,18,25,30,36,42,46,49,53,56,59,61,61,62,63,63,64,64,65,65,65,65,65,64,64,64,64,81,591
2,5,10,17,24,31,35,39,42,45,49,53,57,60,62,63,64,64,65,66,66,66,66,66,65,65,64,63,62,61,71,592
1,3,6,12,19,25,31,37,43,48,51,54,57,60,62,64,65,67,67,67,67,68,68,68,68,68,68,68,67,67,49,593
4,8,15,23,31,38,44,50,55,59,63,66,68,69,70,70,70,70,70,70,71,71,71,70,69,69,69,69,68,67,75,594
0,1,6,11,16,23,28,33,37,40,41,44,45,47,49,50,51,52,52,52,52,53,52,52,51,51,50,50,49,49,64,595
1,2,6,11,17,23,27,32,36,40,43,46,48,50,51,53,53,53,53,52,51,52,51,51,50,50,49,49,49,49,54,596
0,0,3,8,14,19,26,31,36,39,42,45,48,51,53,54,55,56,57,58,59,58,58,57,57,57,57,56,56,56,54,597
2,4,9,15,21,26,32,37,42,47,51,53,55,58,61,63,65,66,65,65,65,65,65,65,65,65,65,65,64,64,77,598
